INDEX,CUSTOMER_ID,PROD_ECOLOGICAL,PROD_MEAT_SUBST,PROD_FAIRTRADE,PROD_REFORM,GREEN_ENERGY,FREQUENTING_NATURE,ENVIR_CHARITY,NATURE_CHARITY,AGE_GROUP,INCOME_LEVEL,EDUCATION,TOTAL_USAGE_YEAR1,TOTAL_USAGE_YEAR2,ENERGY_SAVING,COST_TO_SERVE,NUMBER_OF_QUESTIONS_ANSWERED_YES,NUMBER_OF_QUESTIONS_ANSWERED_CAT,LIFESTYLE_CLUSTER,ENGAGEMENT_CLUSTER,HAS_EV,HAS_PV,RATE_ID,RATE_DESCRIPTION,OFFER_ID,OFFER_DESC
4862,4863,1,1,0,0,1,1,0,1,40 to 44,Above 100000,Associate degree,5343.560569,4403.681149,-17.58901032,57.367373,5,FOUR OR MORE,1,CLUSTER4,0,0,12,Peak/Off-Peak 36kW,NONE,
4863,4864,0,0,0,0,1,1,0,1,40 to 44,0-40000,Associate degree,5048.368271,4798.297432,-4.95349835,54.224072,3,TWO OR THREE,1,OTHER,0,1,14,Fixed Price 12kW,NONE,
4864,4865,0,1,1,1,1,1,0,1,40 to 44,Above 100000,Associate degree,10564.61098,10323.78374,-2.279565622,145.669883,6,FOUR OR MORE,1,OTHER,0,0,1,Fixed Price 6kW,NONE,
4865,4866,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,12407.11798,10813.19028,-12.84688114,166.896934,2,TWO OR THREE,1,CLUSTER1,0,0,6,Peak/Off-Peak 15kW,NONE,
4866,4867,0,0,0,0,1,1,0,1,40 to 44,0-40000,Associate degree,5874.517547,5600.822217,-4.659026513,64.253904,3,TWO OR THREE,1,OTHER,0,0,3,Peak/Off-Peak 6kW,NONE,
4867,4868,0,1,0,1,1,1,0,1,40 to 44,55000-75000,Associate degree,10421.38816,11312.29928,8.548871862,143.634257,5,FOUR OR MORE,1,OTHER,0,0,5,Fixed Price 9kW,NONE,
4868,4869,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,15059.23891,18436.21037,22.42458254,184.128422,2,TWO OR THREE,1,CLUSTER3,0,0,3,Peak/Off-Peak 6kW,NONE,
4869,4870,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,12695.45285,14212.43027,11.94898235,169.440135,2,TWO OR THREE,1,CLUSTER1,0,0,2,Peak/Off-Peak 24kW,NONE,
4870,4871,0,1,1,1,1,1,0,1,40 to 44,Above 100000,Associate degree,9108.010667,7072.003106,-22.35403136,122.452741,6,FOUR OR MORE,1,CLUSTER4,0,1,5,Fixed Price 9kW,NONE,
4871,4872,0,0,0,0,1,1,1,1,40 to 44,Above 100000,Associate degree,5573.568503,5081.640455,-8.82608777,60.163783,4,FOUR OR MORE,1,OTHER,0,0,6,Peak/Off-Peak 15kW,NONE,
4872,4873,0,1,1,0,1,1,0,1,40 to 44,Above 100000,Associate degree,12147.01329,12348.7508,1.660799286,164.434142,5,FOUR OR MORE,1,CLUSTER1,0,1,15,Fixed Price 24kW,NONE,
4873,4874,1,0,1,0,1,1,1,1,40 to 44,Above 100000,Associate degree,16002.1356,17633.49649,10.19464483,187.662724,6,FOUR OR MORE,1,CLUSTER1,1,1,5,Fixed Price 9kW,NONE,
4874,4875,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,12588.92232,21871.12311,73.73308496,168.522833,2,TWO OR THREE,1,CLUSTER3,0,0,14,Fixed Price 12kW,NONE,
4875,4876,0,1,1,0,1,1,0,1,40 to 44,55000-75000,Associate degree,11618.31571,10234.1576,-11.91358666,158.907798,5,FOUR OR MORE,1,OTHER,0,0,4,Fixed Price 30kW,NONE,
4876,4877,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,14095.09249,18108.65781,28.47491297,179.306876,2,TWO OR THREE,1,CLUSTER3,0,0,13,Peak/Off-Peak 18kW,NONE,
4877,4878,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,8842.038258,9197.440715,4.019463009,117.678404,2,TWO OR THREE,1,OTHER,0,0,15,Fixed Price 24kW,NONE,
4878,4879,0,1,0,0,1,1,0,0,40 to 44,40000-55000,Associate degree,10417.12438,11860.61744,13.8569245,143.572788,3,TWO OR THREE,1,OTHER,0,0,11,Fixed Price 36kW,NONE,
4879,4880,0,0,0,0,1,1,0,1,40 to 44,0-40000,Associate degree,12073.77391,15023.92455,24.43437041,163.710861,3,TWO OR THREE,1,CLUSTER3,0,0,11,Fixed Price 36kW,NONE,
4880,4881,0,0,0,0,1,1,0,1,40 to 44,55000-75000,Associate degree,4459.589556,3763.533414,-15.60807633,49.488655,3,TWO OR THREE,1,CLUSTER4,0,1,5,Fixed Price 9kW,NONE,
4881,4882,0,0,0,0,1,1,0,1,40 to 44,40000-55000,Associate degree,4365.34788,3652.280557,-16.33471931,48.915711,3,TWO OR THREE,1,CLUSTER4,0,0,12,Peak/Off-Peak 36kW,NONE,
4882,4883,0,0,0,0,1,1,0,0,40 to 44,40000-55000,Associate degree,13601.30128,15244.5841,12.0818059,176.257926,2,TWO OR THREE,1,CLUSTER1,0,0,13,Peak/Off-Peak 18kW,NONE,
4883,4884,0,0,0,0,1,1,0,1,40 to 44,40000-55000,Associate degree,5149.316591,5079.429526,-1.357210491,55.241454,3,TWO OR THREE,1,OTHER,0,0,16,Peak/Off-Peak 12kW,NONE,
4884,4885,0,0,0,0,1,1,0,1,40 to 44,0-40000,Associate degree,12745.95765,16271.28209,27.65837246,169.866053,3,TWO OR THREE,1,CLUSTER3,0,0,8,Fixed Price 3kW,NONE,
4885,4886,0,0,0,0,1,1,0,1,40 to 44,0-40000,Associate degree,5597.089775,7298.906275,30.40538152,60.466278,3,TWO OR THREE,1,CLUSTER3,0,1,14,Fixed Price 12kW,NONE,
4886,4887,0,0,0,0,1,1,0,1,40 to 44,40000-55000,Associate degree,7057.726408,8063.458268,14.25008284,84.015768,3,TWO OR THREE,1,OTHER,0,0,8,Fixed Price 3kW,NONE,
4887,4888,0,1,0,0,1,1,0,1,40 to 44,0-40000,Associate degree,6029.426394,6969.71159,15.59493614,66.535497,4,FOUR OR MORE,1,OTHER,0,0,3,Peak/Off-Peak 6kW,NONE,
4888,4889,0,0,0,0,1,0,0,1,40 to 44,55000-75000,Associate degree,4452.850111,5582.604832,25.37149675,49.446051,2,TWO OR THREE,1,CLUSTER3,0,1,3,Peak/Off-Peak 6kW,NONE,
4889,4890,0,0,0,0,1,1,0,0,40 to 44,40000-55000,Associate degree,6436.503884,5279.75294,-17.97172758,73.030167,2,TWO OR THREE,1,CLUSTER4,0,1,11,Fixed Price 36kW,NONE,
4890,4891,0,1,0,0,1,1,0,0,40 to 44,40000-55000,Associate degree,8677.07507,6559.408287,-24.4053067,114.653968,3,TWO OR THREE,1,CLUSTER4,0,0,12,Peak/Off-Peak 36kW,NONE,
4891,4892,0,1,0,0,1,1,0,1,40 to 44,55000-75000,Associate degree,5990.31323,4842.801099,-19.15612902,65.948752,4,FOUR OR MORE,1,CLUSTER4,0,0,7,Fixed Price 18kW,NONE,
4892,4893,0,1,0,1,1,1,0,1,40 to 44,55000-75000,Associate degree,7972.160004,9210.689075,15.53567754,101.351047,5,FOUR OR MORE,1,OTHER,0,1,4,Fixed Price 30kW,NONE,
4893,4894,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,10752.32447,11278.24738,4.891248506,148.251844,2,TWO OR THREE,1,OTHER,1,0,4,Fixed Price 30kW,NONE,
4894,4895,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,31841.0998,33576.36151,5.449754314,197.652416,2,TWO OR THREE,1,CLUSTER1,0,0,10,Peak/Off-Peak 9kW,NONE,
4895,4896,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,14267.72655,15721.38027,10.18840468,180.274211,2,TWO OR THREE,1,CLUSTER1,0,0,9,Peak/Off-Peak 30kW,NONE,
4896,4897,0,1,1,1,1,1,0,1,40 to 44,55000-75000,Associate degree,9290.488116,10094.28183,8.651792069,125.645953,6,FOUR OR MORE,1,OTHER,0,1,7,Fixed Price 18kW,NONE,
4897,4898,0,1,1,0,1,1,0,1,40 to 44,55000-75000,Associate degree,8496.988753,8004.106884,-5.800665192,111.305289,5,FOUR OR MORE,1,OTHER,0,0,16,Peak/Off-Peak 12kW,NONE,
4898,4899,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,8157.900331,7949.798562,-2.550923161,104.897679,2,TWO OR THREE,1,OTHER,0,0,15,Fixed Price 24kW,NONE,
4899,4900,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,7058.670212,7186.058679,1.804709147,84.033178,2,TWO OR THREE,1,OTHER,0,1,1,Fixed Price 6kW,NONE,
4900,4901,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,8884.398644,6978.455524,-21.45269698,118.447625,2,TWO OR THREE,1,CLUSTER4,0,0,2,Peak/Off-Peak 24kW,NONE,
4901,4902,0,1,0,0,1,1,0,0,40 to 44,40000-55000,Associate degree,8963.789278,6679.767881,-25.48053425,119.880537,3,TWO OR THREE,1,CLUSTER4,0,0,3,Peak/Off-Peak 6kW,NONE,
4902,4903,1,0,1,0,1,1,0,1,40 to 44,55000-75000,Associate degree,7087.413927,6489.845887,-8.431397491,84.564191,5,FOUR OR MORE,1,OTHER,1,0,12,Peak/Off-Peak 36kW,NONE,
4903,4904,0,0,0,0,1,1,0,1,40 to 44,40000-55000,Associate degree,4405.632749,4267.927361,-3.125666524,49.154638,3,TWO OR THREE,1,OTHER,0,0,7,Fixed Price 18kW,NONE,
4904,4905,0,0,0,0,1,1,0,0,40 to 44,40000-55000,Associate degree,10789.65299,7070.786609,-34.46696928,148.75364,2,TWO OR THREE,1,CLUSTER4,0,0,5,Fixed Price 9kW,NONE,
4905,4906,0,0,0,0,1,1,0,1,40 to 44,0-40000,Associate degree,10492.7477,8449.348563,-19.47439503,144.655575,3,TWO OR THREE,1,CLUSTER4,0,1,2,Peak/Off-Peak 24kW,NONE,
4906,4907,0,0,0,0,1,1,0,1,40 to 44,55000-75000,Associate degree,5938.084824,8229.788199,38.59330816,65.176384,3,TWO OR THREE,1,CLUSTER3,0,1,1,Fixed Price 6kW,NONE,
4907,4908,0,0,0,0,1,1,0,0,40 to 44,40000-55000,Associate degree,17306.23933,14122.26779,-18.3978245,191.117709,2,TWO OR THREE,1,CLUSTER6,0,0,6,Peak/Off-Peak 15kW,NONE,
4908,4909,0,1,0,0,1,0,0,1,40 to 44,40000-55000,Associate degree,6650.299436,9543.014882,43.49752179,76.688189,3,TWO OR THREE,1,CLUSTER3,0,0,12,Peak/Off-Peak 36kW,NONE,
4909,4910,0,1,0,0,1,1,0,1,40 to 44,0-40000,Associate degree,6038.586604,7693.113763,27.39924534,66.673925,4,FOUR OR MORE,1,CLUSTER3,0,0,6,Peak/Off-Peak 15kW,NONE,
4910,4911,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,12167.22801,18788.65185,54.42015087,164.631439,2,TWO OR THREE,1,CLUSTER3,1,0,12,Peak/Off-Peak 36kW,NONE,
4911,4912,0,0,1,0,1,1,0,0,40 to 44,40000-55000,Associate degree,12829.43962,18104.37435,41.11586232,170.557616,3,TWO OR THREE,1,CLUSTER3,0,0,3,Peak/Off-Peak 6kW,NONE,
4912,4913,0,0,0,0,1,1,1,1,40 to 44,55000-75000,Associate degree,18031.56785,16093.30977,-10.74924874,192.502205,4,FOUR OR MORE,1,CLUSTER1,0,0,13,Peak/Off-Peak 18kW,NONE,
4913,4914,0,0,0,0,1,1,0,1,40 to 44,55000-75000,Associate degree,5958.277781,5302.71394,-11.00257264,65.473478,3,TWO OR THREE,1,OTHER,0,1,6,Peak/Off-Peak 15kW,NONE,
4914,4915,0,0,1,0,1,1,1,1,40 to 44,55000-75000,Associate degree,16795.40599,16317.75003,-2.84396793,189.930927,5,FOUR OR MORE,1,CLUSTER1,1,0,4,Fixed Price 30kW,NONE,
4915,4916,0,0,0,0,1,1,0,1,40 to 44,0-40000,Associate degree,7096.973058,5985.603242,-15.65977223,84.741122,3,TWO OR THREE,1,CLUSTER4,0,0,6,Peak/Off-Peak 15kW,NONE,
4916,4917,0,0,0,0,1,1,0,1,40 to 44,40000-55000,Associate degree,3706.444,3453.450707,-6.825768661,46.159842,3,TWO OR THREE,1,OTHER,0,0,8,Fixed Price 3kW,NONE,
4917,4918,0,1,1,0,1,1,0,1,40 to 44,55000-75000,Associate degree,10583.04989,14516.2617,37.16520144,145.927833,5,FOUR OR MORE,1,CLUSTER3,1,0,8,Fixed Price 3kW,NONE,
4918,4919,0,0,0,0,1,1,0,1,40 to 44,0-40000,Associate degree,9880.449018,12683.82493,28.37296065,135.441302,3,TWO OR THREE,1,CLUSTER3,0,0,2,Peak/Off-Peak 24kW,NONE,
4919,4920,0,1,0,0,1,0,0,1,40 to 44,40000-55000,Associate degree,6599.403841,9280.768343,40.63040491,75.803989,3,TWO OR THREE,1,CLUSTER3,0,1,3,Peak/Off-Peak 6kW,NONE,
4920,4921,0,1,0,1,1,1,0,1,40 to 44,55000-75000,Associate degree,10173.41317,12025.13877,18.20161601,139.976487,5,FOUR OR MORE,1,CLUSTER3,0,1,8,Fixed Price 3kW,NONE,
4921,4922,0,1,1,0,1,1,0,1,40 to 44,55000-75000,Associate degree,12339.3441,17221.75227,39.56780952,166.270924,5,FOUR OR MORE,1,CLUSTER3,0,0,9,Peak/Off-Peak 30kW,NONE,
4922,4923,0,0,0,0,1,1,1,1,40 to 44,55000-75000,Associate degree,4173.289795,3728.914119,-10.64809054,47.895823,4,FOUR OR MORE,1,OTHER,0,0,10,Peak/Off-Peak 9kW,NONE,
4923,4924,0,1,1,0,1,1,0,0,40 to 44,55000-75000,Associate degree,12772.09681,13067.40733,2.312153786,170.084251,4,FOUR OR MORE,1,CLUSTER1,0,0,8,Fixed Price 3kW,NONE,
4924,4925,0,1,0,1,1,1,0,1,40 to 44,55000-75000,Associate degree,7702.790793,8999.76208,16.83768029,96.193075,5,FOUR OR MORE,1,OTHER,0,0,11,Fixed Price 36kW,NONE,
4925,4926,0,1,0,0,1,1,0,0,40 to 44,40000-55000,Associate degree,7023.570531,7832.784196,11.52140014,83.386872,3,TWO OR THREE,1,OTHER,0,0,3,Peak/Off-Peak 6kW,NONE,
4926,4927,0,1,1,0,1,1,0,1,40 to 44,55000-75000,Associate degree,8188.095059,7763.654175,-5.183634056,105.472396,5,FOUR OR MORE,1,OTHER,0,0,8,Fixed Price 3kW,NONE,
4927,4928,1,0,1,0,1,1,1,0,40 to 44,55000-75000,Associate degree,16209.716,15716.12678,-3.045020776,188.311821,5,FOUR OR MORE,1,CLUSTER1,0,0,3,Peak/Off-Peak 6kW,NONE,
4928,4929,0,0,1,0,1,1,1,0,40 to 44,55000-75000,Associate degree,13257.28926,12310.71976,-7.13999281,173.86675,4,FOUR OR MORE,1,CLUSTER1,1,0,3,Peak/Off-Peak 6kW,NONE,
4929,4930,0,1,1,1,1,1,0,1,40 to 44,55000-75000,Associate degree,9134.387877,8541.020622,-6.495971739,122.918673,6,FOUR OR MORE,1,OTHER,0,1,13,Peak/Off-Peak 18kW,NONE,
4930,4931,0,1,1,0,1,1,0,0,40 to 44,40000-55000,Associate degree,10029.18622,8816.184329,-12.094719,137.772334,4,FOUR OR MORE,1,OTHER,1,0,9,Peak/Off-Peak 30kW,NONE,
4931,4932,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,8722.616525,10398.53596,19.21349437,115.493324,2,TWO OR THREE,1,CLUSTER3,1,0,10,Peak/Off-Peak 9kW,NONE,
4932,4933,0,1,0,0,1,1,0,0,40 to 44,55000-75000,Associate degree,12797.46504,14990.20364,17.13416363,170.294562,3,TWO OR THREE,1,CLUSTER1,0,0,12,Peak/Off-Peak 36kW,NONE,
4933,4934,0,0,1,0,1,1,0,1,40 to 44,55000-75000,Associate degree,18687.15435,23538.90239,25.96301154,193.503477,4,FOUR OR MORE,1,CLUSTER3,0,1,8,Fixed Price 3kW,NONE,
4934,4935,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,13574.98798,15382.96343,13.31843131,176.083074,2,TWO OR THREE,1,CLUSTER1,0,0,8,Fixed Price 3kW,NONE,
4935,4936,0,0,0,0,1,1,0,0,40 to 44,40000-55000,Associate degree,14369.26146,11352.2434,-20.99633352,180.820726,2,TWO OR THREE,1,CLUSTER6,1,0,4,Fixed Price 30kW,NONE,
4936,4937,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,23844.44681,25226.06662,5.794304313,196.922757,2,TWO OR THREE,1,CLUSTER1,0,0,7,Fixed Price 18kW,NONE,
4937,4938,0,0,0,0,1,1,1,1,40 to 44,55000-75000,Associate degree,16850.86157,18001.52464,6.828511796,190.069281,4,FOUR OR MORE,1,CLUSTER1,0,0,1,Fixed Price 6kW,NONE,
4938,4939,0,1,1,0,1,1,0,0,40 to 44,40000-55000,Associate degree,10997.85537,10993.78441,-0.037015944,151.481633,4,FOUR OR MORE,1,OTHER,0,0,11,Fixed Price 36kW,NONE,
4939,4940,0,0,1,0,1,1,0,1,40 to 44,55000-75000,Associate degree,12360.95169,9103.369498,-26.3538138,166.471696,4,FOUR OR MORE,1,CLUSTER6,0,1,5,Fixed Price 9kW,NONE,
4940,4941,0,0,0,0,1,1,0,1,40 to 44,0-40000,Associate degree,11798.43658,14277.4338,21.01123486,160.871067,3,TWO OR THREE,1,CLUSTER3,0,1,4,Fixed Price 30kW,NONE,
4941,4942,0,0,0,0,1,1,0,1,40 to 44,0-40000,Associate degree,5579.115933,7150.484141,28.16518292,60.234855,3,TWO OR THREE,1,CLUSTER3,0,1,13,Peak/Off-Peak 18kW,NONE,
4942,4943,0,0,1,0,1,1,1,0,40 to 44,55000-75000,Associate degree,14144.36939,13172.86778,-6.868468881,179.587981,4,FOUR OR MORE,1,CLUSTER1,0,1,2,Peak/Off-Peak 24kW,NONE,
4943,4944,0,0,1,1,1,1,0,1,40 to 44,55000-75000,Associate degree,6855.22907,8352.210615,21.83707546,80.323192,5,FOUR OR MORE,1,CLUSTER3,0,0,11,Fixed Price 36kW,NONE,
4944,4945,0,1,1,0,1,1,0,0,40 to 44,40000-55000,Associate degree,11764.76846,12843.2452,9.16700353,160.510516,4,FOUR OR MORE,1,CLUSTER1,1,0,13,Peak/Off-Peak 18kW,NONE,
4945,4946,0,0,0,0,1,0,0,0,40 to 44,0-40000,Associate degree,11335.67591,17416.15765,53.64022215,155.654155,1,ONE OR LESS,1,CLUSTER3,0,0,9,Peak/Off-Peak 30kW,NONE,
4946,4947,0,0,0,0,1,1,0,1,40 to 44,55000-75000,Associate degree,3438.791803,3613.939275,5.093285143,45.558942,3,TWO OR THREE,1,OTHER,0,0,14,Fixed Price 12kW,NONE,
4947,4948,1,0,0,0,1,1,0,1,40 to 44,55000-75000,Associate degree,6593.649993,4362.927162,-33.8313807,75.704532,4,FOUR OR MORE,1,CLUSTER4,0,0,1,Fixed Price 6kW,NONE,
4948,4949,0,0,0,0,1,1,0,1,40 to 44,55000-75000,Associate degree,5055.103761,6153.468871,21.727845,54.290075,3,TWO OR THREE,1,CLUSTER3,0,0,8,Fixed Price 3kW,NONE,
4949,4950,0,0,0,0,1,1,0,1,40 to 44,40000-55000,Associate degree,4552.09257,5139.998194,12.91506302,50.099225,3,TWO OR THREE,1,OTHER,0,1,13,Peak/Off-Peak 18kW,NONE,
4950,4951,1,0,0,0,1,1,0,1,40 to 44,55000-75000,Associate degree,6672.233791,4087.265224,-38.74217613,77.071661,4,FOUR OR MORE,1,CLUSTER4,0,0,4,Fixed Price 30kW,NONE,
4951,4952,0,0,0,0,1,1,1,1,40 to 44,0-40000,Associate degree,9696.919957,12492.68082,28.83143179,132.48586,4,FOUR OR MORE,1,CLUSTER3,0,0,13,Peak/Off-Peak 18kW,NONE,
4952,4953,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,14049.67758,15280.07826,8.757501181,179.044212,2,TWO OR THREE,1,CLUSTER1,0,0,14,Fixed Price 12kW,NONE,
4953,4954,0,1,0,0,1,1,0,0,40 to 44,40000-55000,Associate degree,8298.312036,8163.462673,-1.6250216,107.564269,3,TWO OR THREE,1,OTHER,0,0,5,Fixed Price 9kW,NONE,
4954,4955,0,0,0,0,1,1,0,0,40 to 44,40000-55000,Associate degree,14088.45321,12604.62208,-10.53225012,179.268693,2,TWO OR THREE,1,CLUSTER1,0,0,4,Fixed Price 30kW,NONE,
4955,4956,0,0,0,0,1,0,0,0,40 to 44,0-40000,Associate degree,9844.047814,14476.0767,47.05410796,134.861995,1,ONE OR LESS,1,CLUSTER3,1,0,9,Peak/Off-Peak 30kW,NONE,
4956,4957,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,8613.764723,6551.492499,-23.94158989,113.481909,2,TWO OR THREE,1,CLUSTER4,1,0,2,Peak/Off-Peak 24kW,NONE,
4957,4958,0,0,0,0,1,1,0,0,40 to 44,40000-55000,Associate degree,14083.26882,16434.00782,16.69171433,179.238826,2,TWO OR THREE,1,CLUSTER1,0,1,3,Peak/Off-Peak 6kW,NONE,
4958,4959,0,1,1,0,1,1,0,0,40 to 44,40000-55000,Associate degree,9018.696172,9376.900747,3.971800005,120.864619,4,FOUR OR MORE,1,OTHER,0,0,9,Peak/Off-Peak 30kW,NONE,
4959,4960,0,1,0,1,1,1,0,0,40 to 44,40000-55000,Associate degree,9003.31526,9825.253361,9.129282684,120.589535,4,FOUR OR MORE,1,OTHER,0,0,1,Fixed Price 6kW,NONE,
4960,4961,0,1,1,0,1,1,0,1,40 to 44,55000-75000,Associate degree,11429.54391,15550.92507,36.05901681,156.75844,5,FOUR OR MORE,1,CLUSTER3,0,0,14,Fixed Price 12kW,NONE,
4961,4962,0,1,1,0,1,1,0,1,40 to 44,55000-75000,Associate degree,7688.473634,6806.913177,-11.46600091,95.919124,5,FOUR OR MORE,1,OTHER,0,0,14,Fixed Price 12kW,NONE,
4962,4963,0,1,1,0,1,1,0,0,40 to 44,40000-55000,Associate degree,10440.71833,9480.05674,-9.201106281,143.912303,4,FOUR OR MORE,1,OTHER,0,0,1,Fixed Price 6kW,NONE,
4963,4964,0,1,1,1,1,1,0,1,40 to 44,55000-75000,Associate degree,9208.636046,8027.411934,-12.82735148,124.222409,6,FOUR OR MORE,1,OTHER,0,0,10,Peak/Off-Peak 9kW,NONE,
4964,4965,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,6662.722485,6728.387992,0.985565693,76.905203,2,TWO OR THREE,1,OTHER,0,1,2,Peak/Off-Peak 24kW,NONE,
4965,4966,0,1,1,0,1,1,0,1,40 to 44,55000-75000,Associate degree,11900.94613,10836.66699,-8.942811171,161.950861,5,FOUR OR MORE,1,CLUSTER1,0,0,9,Peak/Off-Peak 30kW,NONE,
4966,4967,0,0,0,0,1,1,0,0,40 to 44,0-40000,Associate degree,16719.48335,14673.23331,-12.23871574,189.737525,2,TWO OR THREE,1,CLUSTER1,1,0,16,Peak/Off-Peak 12kW,NONE,
4967,4968,1,0,0,0,1,1,0,1,40 to 44,55000-75000,Associate degree,6804.498934,5343.941712,-21.46458154,79.412911,4,FOUR OR MORE,1,CLUSTER4,0,0,15,Fixed Price 24kW,NONE,
4968,4969,0,0,0,0,1,1,0,1,40 to 44,40000-55000,Associate degree,4454.364359,3520.701076,-20.96064012,49.455601,3,TWO OR THREE,1,CLUSTER4,0,0,11,Fixed Price 36kW,NONE,
4969,4970,0,1,1,0,1,1,0,1,40 to 44,55000-75000,Associate degree,9086.063793,7479.853742,-17.67773249,122.063981,5,FOUR OR MORE,1,CLUSTER4,0,0,13,Peak/Off-Peak 18kW,NONE,
4970,4971,0,0,0,0,1,1,0,1,40 to 44,0-40000,Associate degree,12678.38933,13809.68397,8.92301546,169.294939,3,TWO OR THREE,1,CLUSTER1,0,0,15,Fixed Price 24kW,NONE,
4971,4972,0,0,0,0,1,1,0,1,40 to 44,55000-75000,Associate degree,6841.889118,6639.939486,-2.951664789,80.083203,3,TWO OR THREE,1,OTHER,0,0,16,Peak/Off-Peak 12kW,NONE,
4972,4973,0,1,0,0,1,1,0,0,40 to 44,40000-55000,Associate degree,7409.991755,6870.329903,-7.282894095,90.611997,3,TWO OR THREE,1,OTHER,0,0,4,Fixed Price 30kW,NONE,
4973,4974,0,0,0,0,1,1,0,1,40 to 44,0-40000,Associate degree,5262.841765,6324.996823,20.18215834,56.457263,3,TWO OR THREE,1,CLUSTER3,1,1,4,Fixed Price 30kW,NONE,
4974,4975,0,0,0,0,1,1,1,1,40 to 44,55000-75000,Associate degree,17794.34963,19488.303,9.519613839,192.084397,4,FOUR OR MORE,1,CLUSTER1,0,0,13,Peak/Off-Peak 18kW,NONE,
4975,4976,0,0,0,0,1,1,1,1,40 to 44,55000-75000,Associate degree,16660.13119,23019.8989,38.17357521,189.583066,4,FOUR OR MORE,1,CLUSTER3,1,0,15,Fixed Price 24kW,NONE,
4976,4977,0,0,1,0,1,0,1,0,40 to 44,40000-55000,Associate degree,13613.11544,19459.76315,42.94863829,176.336008,3,TWO OR THREE,1,CLUSTER3,0,1,6,Peak/Off-Peak 15kW,NONE,
4977,4978,0,1,0,1,1,1,0,1,40 to 44,55000-75000,Associate degree,8328.653672,10106.2697,21.34337791,108.138278,5,FOUR OR MORE,1,CLUSTER3,0,0,11,Fixed Price 36kW,NONE,
4978,4979,0,0,0,0,1,1,0,1,40 to 44,40000-55000,Associate degree,7297.572613,9454.865131,29.56178215,88.488315,3,TWO OR THREE,1,CLUSTER3,0,1,2,Peak/Off-Peak 24kW,NONE,
4979,4980,0,0,0,0,1,0,0,0,40 to 44,0-40000,Associate degree,7608.986615,11968.53407,57.29471841,94.399564,1,ONE OR LESS,1,CLUSTER3,0,1,5,Fixed Price 9kW,NONE,
4980,4981,0,0,0,0,1,1,0,1,40 to 44,55000-75000,Associate degree,5536.559338,7650.593932,38.18318318,59.693933,3,TWO OR THREE,1,CLUSTER3,0,0,6,Peak/Off-Peak 15kW,NONE,
4981,4982,0,1,0,1,1,1,0,1,40 to 44,55000-75000,Associate degree,9828.865035,10911.70135,11.01690084,134.619355,5,FOUR OR MORE,1,OTHER,0,0,11,Fixed Price 36kW,NONE,
4982,4983,0,0,1,1,1,1,0,1,40 to 44,55000-75000,Associate degree,7419.081593,8905.307644,20.0324802,90.784304,5,FOUR OR MORE,1,CLUSTER3,0,1,14,Fixed Price 12kW,NONE,
4983,4984,0,1,0,0,1,1,0,1,40 to 44,0-40000,Associate degree,6298.997466,7465.284659,18.51544153,70.761792,4,FOUR OR MORE,1,CLUSTER3,0,0,13,Peak/Off-Peak 18kW,NONE,
4984,4985,0,1,1,0,1,1,0,0,40 to 44,40000-55000,Associate degree,9138.458484,7396.84581,-19.05805752,122.990449,4,FOUR OR MORE,1,CLUSTER4,0,0,3,Peak/Off-Peak 6kW,NONE,
4985,4986,0,0,1,0,1,1,1,0,40 to 44,55000-75000,Associate degree,14051.27238,13919.60372,-0.937058627,179.053495,4,FOUR OR MORE,1,CLUSTER1,0,0,15,Fixed Price 24kW,NONE,
4986,4987,0,1,0,1,1,1,0,1,40 to 44,55000-75000,Associate degree,7647.867816,9516.343402,24.43132689,95.142534,5,FOUR OR MORE,1,CLUSTER3,0,0,11,Fixed Price 36kW,NONE,
4987,4988,0,0,0,0,1,1,0,1,40 to 44,0-40000,Associate degree,5722.313653,5695.992365,-0.459976324,62.12658,3,TWO OR THREE,1,OTHER,0,0,6,Peak/Off-Peak 15kW,NONE,
4988,4989,0,1,0,0,1,1,0,0,40 to 44,40000-55000,Associate degree,7872.041943,7512.140345,-4.571896347,99.434262,3,TWO OR THREE,1,OTHER,0,1,5,Fixed Price 9kW,NONE,
